,Disease,Symptoms
11111,mitral valve disease,"I am experiencing sharp chest pain, palpitations, shortness of breath, fatigue, dizziness, chest tightness, increased heart rate, irregular heartbeat, weight gain, sweating, drainage in throat, nightmares"
11112,parkinson disease,"I am experiencing abnormal involuntary movements, problems with movement, disturbance of memory, dizziness, weakness, stiffness all over, leg weakness, focal weakness, muscle stiffness or tightness, difficulty speaking, leg stiffness or tightness, fears and phobias"
11113,gout,"I am experiencing foot or toe pain, knee pain, foot or toe swelling, ankle pain, wrist pain, hand or finger pain, hand or finger swelling, joint pain, ankle swelling, knee swelling, leg swelling, wrist swelling"
11114,otitis media,"I am experiencing ear pain, fever, cough, nasal congestion, sore throat, vomiting, redness in ear, pulling at ears, coryza, fluid in ear, diminished hearing, plugged feeling in ear"
11115,drug abuse (opioids),"I am experiencing drug abuse, depressive or psychotic , depression, anxiety and nervousness, abusing alcohol, insomnia, delusions or hallucinations, excessive anger, temper problems, antisocial behavior, low self-esteem, restlessness"
11116,myelodysplastic syndrome,"I am experiencing fatigue, chills, difficulty speaking, coughing up sputum"
11117,fracture of the shoulder,"I am experiencing shoulder pain, arm pain, bones are painful, arm stiffness or tightness, shoulder swelling, fluid retention, shoulder stiffness or tightness, changes in stool appearance, mass on ear, arm weakness, stiffness all over, neck swelling"
11118,acute kidney injury,"I am experiencing shortness of breath, weakness, vomiting, dizziness, nausea, sharp abdominal pain, sharp chest pain, kidney mass,  of the kidneys, peripheral edema, blood in urine, retention of urine"
11119,threatened pregnancy,"I am experiencing spotting or bleeding during pregnancy, sharp abdominal pain, pain during pregnancy, uterine contractions, problems during pregnancy, lower abdominal pain, cramps and spasms, back pain, intermenstrual bleeding, pelvic pain, blood clots during menstrual periods, vaginal discharge"
11120,intracranial abscess,"I am experiencing seizures, fever, back pain, headache, low back pain, depressive or psychotic , leg pain, fatigue, neck pain, sharp chest pain, weakness, slurring words"
11121,gum disease,"I am experiencing toothache, gum pain, facial pain, peripheral edema, fever, ear pain, mouth ulcer, mouth pain, bleeding gums, pain in gums, lip swelling, jaw swelling"
11122,open wound from surgical incision,"I am experiencing skin lesion, skin swelling, recent pregnancy, knee swelling, flatulence, skin on leg or foot looks infected, heavy menstrual flow, sneezing"
11123,gastrointestinal hemorrhage,"I am experiencing blood in stool, rectal bleeding, sharp abdominal pain, melena, vomiting, diarrhea, vomiting blood, changes in stool appearance, weakness, nausea, dizziness, fainting"
11124,seborrheic dermatitis,"I am experiencing skin rash, skin dryness peeling scaliness or roughness, abnormal appearing skin, itching of skin, irregular appearing scalp, dry or flaky scalp, itchy scalp, acne or pimples, skin lesion, too little hair, skin growth,  of the face"
11125,drug abuse (methamphetamine),"I am experiencing drug abuse, depressive or psychotic , anxiety and nervousness, depression, shortness of breath, delusions or hallucinations, fears and phobias, hostile behavior, abusing alcohol, palpitations, feeling ill, pain during pregnancy"
11126,torticollis,"I am experiencing neck pain, neck stiffness or tightness, headache, neck cramps or spasms, shoulder pain, back pain, arm pain, abnormal involuntary movements, throat swelling, cramps and spasms, leg weakness, shoulder lump or mass"
11127,poisoning due to antihypertensives,"I am experiencing depressive or psychotic , dizziness, itching of skin, skin rash, weakness, diarrhea, nausea, swollen tongue, focal weakness, sharp abdominal pain, feeling hot, allergic reaction"
11128,tension headache,"I am experiencing headache, neck pain, nausea, dizziness, anxiety and nervousness, chills, neck stiffness or tightness, painful menstruation, painful sinuses,  of the face, bleeding from ear, back cramps or spasms"
11129,alcohol intoxication,"I am experiencing abusing alcohol, depressive or psychotic , vomiting, depression, sharp abdominal pain, sharp chest pain, anxiety and nervousness, nausea, fainting, abnormal involuntary movements, delusions or hallucinations, problems with movement"
11130,scurvy,"I am experiencing sharp abdominal pain, skin moles, knee lump or mass, excessive growth, pelvic pressure, vulvar sore, loss of sex drive, bedwetting, neck cramps or spasms, shoulder swelling, eye strain, joint stiffness or tightness"
11131,narcolepsy,"I am experiencing sleepiness, fatigue, apnea, headache, abnormal involuntary movements, shortness of breath, abnormal breathing sounds, insomnia, weight gain, temper problems, disturbance of memory, delusions or hallucinations"
11132,food allergy,"I am experiencing allergic reaction, skin rash, itching of skin, nasal congestion, vomiting, wheezing, cough, abnormal appearing skin, lip swelling, peripheral edema, sneezing, hand or finger swelling"
11133,labyrinthitis,"I am experiencing dizziness, nausea, vomiting, headache, weakness, ear pain, loss of sensation, diminished hearing, ringing in ear, plugged feeling in ear, sweating, spots or clouds in vision"
11134,anxiety,"I am experiencing anxiety and nervousness, depression, sharp chest pain, depressive or psychotic , shortness of breath, headache, insomnia, palpitations, abnormal involuntary movements, irregular heartbeat, fears and phobias, increased heart rate"
11135,impulse control disorder,"I am experiencing depressive or psychotic , anxiety and nervousness, hostile behavior, depression, excessive anger, temper problems, insomnia, obsessions and compulsions, delusions or hallucinations, excessive appetite, antisocial behavior, long menstrual periods"
11136,stenosis of the tear duct,"I am experiencing lacrimation,  of eye, eye redness, nasal congestion, cough, abnormal movement of eyelid, skin rash, diaper rash, decreased appetite, eye burns or stings, eyelid swelling, white discharge from eye"
11137,abscess of nose,"I am experiencing nasal congestion, cough, fever, coryza, sore throat, sinus congestion, ear pain, vomiting, headache, abnormal breathing sounds, irritable infant, decreased appetite"
11138,omphalitis,"I am experiencing irregular belly button, flatulence, irritable infant, diaper rash, jaundice, skin rash, low back weakness, back weakness, emotional , pus in sputum, elbow cramps or spasms, muscle swelling"
11139,leukemia,"I am experiencing fatigue, fever, mouth pain, pallor, muscle stiffness or tightness,  of the kidneys, bleeding gums"
11140,bell palsy,"I am experiencing focal weakness, loss of sensation,  of the face, headache, facial pain, weakness, peripheral edema,  of eye, paresthesia, diminished vision, eyelid lesion or rash, abnormal involuntary movements"
11141,conjunctivitis due to allergy,"I am experiencing eye redness, itchiness of eye, pain in eye, lacrimation, nasal congestion, swollen eye, eye burns or stings,  of eye, diminished vision, allergic reaction, cough, sneezing"
11142,drug reaction,"I am experiencing skin rash, allergic reaction, itching of skin, dizziness, peripheral edema, lip swelling, nausea, shortness of breath, headache, vomiting, abnormal appearing skin, throat swelling"
11143,adrenal cancer,"I am experiencing skin rash, dizziness, cough, diaper rash, sweating, chills, diminished hearing, nosebleed"
11144,myopia,"I am experiencing diminished vision, spots or clouds in vision, pain in eye,  of eye, eye redness, foreign body sensation in eye, itchiness of eye, lacrimation, eye moves abnormally, blindness, eye deviation, abnormal movement of eyelid"
11145,osteoarthritis,"I am experiencing knee pain, hip pain, shoulder pain, back pain, leg pain, hand or finger pain, joint pain, knee swelling, ankle pain, elbow pain, muscle pain, knee weakness"
11146,thyroid disease,"I am experiencing neck mass, difficulty in swallowing, hot flashes, neck swelling, hostile behavior, lump in throat, too little hair, drainage in throat, double vision, throat feels tight, blindness, restlessness"
11147,pharyngitis,"I am experiencing cough, fever, sore throat, wheezing, difficulty in swallowing, hoarse voice, coryza, hurts to breath, sharp abdominal pain, nausea, ear pain, nasal congestion"
11148,chronic rheumatic fever,"I am experiencing shortness of breath, sharp chest pain, palpitations, difficulty breathing, dizziness, chest tightness, increased heart rate, drainage in throat, restlessness, throat feels tight, smoking problems, fluid in ear"
11149,hypocalcemia,"I am experiencing shortness of breath, sharp abdominal pain, loss of sensation, seizures, weakness, paresthesia, sharp chest pain, constipation, abnormal involuntary movements, diarrhea, nausea, leg weakness"
11150,macular degeneration,"I am experiencing diminished vision, spots or clouds in vision,  of eye, pain in eye, lacrimation, blindness, itchiness of eye, foreign body sensation in eye, double vision, eye burns or stings, bleeding from eye, abnormal movement of eyelid"
11151,pneumonia,"I am experiencing cough, fever, shortness of breath, sharp chest pain, nasal congestion, difficulty breathing, vomiting, weakness, sore throat, wheezing, coryza, chills"
11152,cold sore,"I am experiencing skin rash, lip sore, mouth ulcer, fever, lip swelling, skin lesion, sore throat, vaginal itching, vaginal discharge, itching of skin, skin swelling, peripheral edema"
11153,premature ventricular contractions (pvcs),"I am experiencing palpitations, irregular heartbeat, sharp chest pain, fainting, shortness of breath, increased heart rate, difficulty breathing, chest tightness, sleepiness, apnea, impotence, back cramps or spasms"
11154,chancroid,"I am experiencing pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
11155,testicular cancer,"I am experiencing mass in scrotum, anxiety and nervousness, ache all over, nausea, groin pain,  of the scrotum and testes, skin on arm or hand looks infected, blood in urine, chills, diminished hearing, pain in testicles, painful urination"
11156,hydrocephalus,"I am experiencing headache, seizures, vomiting, depressive or psychotic , problems with movement, difficulty speaking, paresthesia, focal weakness, disturbance of memory, abnormal involuntary movements, arm stiffness or tightness, lack of growth"
11157,breast cancer,"I am experiencing lump or mass of breast, pain or soreness of breast, hot flashes, bleeding or discharge from nipple, joint stiffness or tightness"
11158,anemia due to malignancy,"I am experiencing fatigue, shortness of breath, difficulty in swallowing, pain of the anus, nosebleed, vaginal pain, mouth pain, hot flashes, flatulence"
11159,esophageal varices,"I am experiencing burning abdominal pain, nausea, changes in stool appearance, dizziness, weakness, lower abdominal pain, sharp abdominal pain, difficulty in swallowing, melena, itching of skin, pain of the anus, decreased appetite"
11160,endometrial cancer,"I am experiencing vaginal bleeding after menopause, intermenstrual bleeding, pelvic pain, hot flashes, long menstrual periods, vaginal discharge, vaginal itching, cramps and spasms, unpredictable menstruation, infrequent menstruation, mass on vulva, absence of menstruation"
11161,cystic fibrosis,"I am experiencing cough, feeling ill, decreased appetite, intermenstrual bleeding, hemoptysis, bleeding gums, spots or clouds in vision, sinus congestion, drainage in throat, muscle pain"
11162,intertrigo (skin condition),"I am experiencing skin rash, abnormal appearing skin, skin dryness peeling scaliness or roughness, skin swelling, skin irritation, neck pain, skin lesion, itching of skin, acne or pimples, skin growth, foot or toe swelling, skin moles"
11163,parathyroid adenoma,"I am experiencing shoulder pain, weakness, anxiety and nervousness, disturbance of memory, fluid retention, flu-like syndrome, throat feels tight, weight gain,  of the kidneys, tongue lesions, difficulty in swallowing, flatulence"
11164,glucocorticoid deficiency,"I am experiencing shortness of breath, weakness, diarrhea, problems with movement, side pain, lack of growth,  of the kidneys, muscle cramps contractures or spasms, drug abuse, rib pain, feeling ill, apnea"
11165,temporomandibular joint disorder,"I am experiencing facial pain, ear pain, headache, neck pain, nasal congestion, sore throat, toothache, ringing in ear, diminished hearing, pain in eye, jaw pain, redness in ear"
11166,wilson disease,"I am experiencing sleepiness, diminished vision, fatigue, abnormal breathing sounds, insomnia, cough, apnea, problems with movement, fainting, difficulty in swallowing, weakness, difficulty eating"
11167,vesicoureteral reflux,"I am experiencing suprapubic pain, fever, blood in urine, constipation,  of the kidneys, involuntary urination, fluid in ear, regurgitation"
11168,vitamin a deficiency,"I am experiencing fatigue, hand or finger pain, knee lump or mass, eye strain, excessive growth, pelvic pressure, bedwetting, vulvar sore, loss of sex drive, neck cramps or spasms, joint stiffness or tightness, shoulder swelling"
11169,gonorrhea,"I am experiencing penile discharge, sharp abdominal pain, vaginal discharge, vaginal itching, painful urination, penis redness, problems with movement, paresthesia, itching of skin, vaginal pain, spotting or bleeding during pregnancy, cramps and spasms"
11170,fracture of the rib,"I am experiencing rib pain, sharp chest pain, back pain, side pain, shoulder pain, ache all over, arm pain, shortness of breath, hurts to breath, hip pain, bones are painful, back mass or lump"
11171,ependymoma,"I am experiencing diminished vision, pain in eye, headache, eyelid swelling,  of eye, abnormal appearing skin, eye redness, emotional , elbow cramps or spasms, pus in sputum, elbow weakness, muscle swelling"
11172,hepatitis due to a toxin,"I am experiencing sharp abdominal pain, nausea, diarrhea, vomiting, depression, fatigue, jaundice, itching of skin, feeling ill, upper abdominal pain, flu-like syndrome, rectal bleeding"
11173,vaginal cyst,"I am experiencing sharp abdominal pain, spotting or bleeding during pregnancy, pelvic pain, vaginal pain, lower abdominal pain, vaginal discharge, cramps and spasms, intermenstrual bleeding, blood clots during menstrual periods, pain during pregnancy, heavy menstrual flow, problems during pregnancy"
11174,open wound of the shoulder,"I am experiencing shoulder pain, arm pain, shoulder stiffness or tightness, arm swelling, abusing alcohol, elbow pain, wrist pain"
11175,ectopic pregnancy,"I am experiencing sharp abdominal pain, pain during pregnancy, spotting or bleeding during pregnancy, lower abdominal pain, pelvic pain, nausea, dizziness, cramps and spasms, intermenstrual bleeding, burning abdominal pain, vaginal discharge, problems during pregnancy"
11176,chronic knee pain,"I am experiencing knee pain, leg pain, knee swelling, back pain, hip pain, leg swelling, knee stiffness or tightness, joint pain, knee weakness"
11177,pinguecula,"I am experiencing  of eye, lacrimation, double vision, headache, spots or clouds in vision, sleepiness, paresthesia, pain in eye, apnea, diminished vision, abnormal breathing sounds, itching of scrotum"
11178,hypergammaglobulinemia,"I am experiencing fatigue, hip stiffness or tightness, blood in stool, knee stiffness or tightness"
11179,alcohol abuse,"I am experiencing abusing alcohol, depressive or psychotic , drug abuse, depression, anxiety and nervousness, hostile behavior, delusions or hallucinations, excessive anger, vomiting blood, smoking problems, slurring words, low self-esteem"
11180,carpal tunnel syndrome,"I am experiencing loss of sensation, hand or finger pain, wrist pain, paresthesia, arm pain, neck pain, hand or finger weakness, elbow pain, hand or finger stiffness or tightness, hand or finger swelling, arm weakness, wrist swelling"
11181,pituitary disorder,"I am experiencing headache, lack of growth, pain in eye, sleepiness, bleeding or discharge from nipple, mouth pain, acne or pimples, hot flashes, fluid retention, postpartum problems of the breast, infertility, weight gain"
11182,kidney stone,"I am experiencing side pain, sharp abdominal pain, back pain, vomiting, nausea, blood in urine, lower abdominal pain, low back pain, painful urination, frequent urination, retention of urine, suprapubic pain"
11183,autism,"I am experiencing seizures, depressive or psychotic , hostile behavior, lack of growth, constipation, temper problems, antisocial behavior, difficulty speaking, restlessness, obsessions and compulsions, long menstrual periods, eyelid retracted"
11184,cat scratch disease,"I am experiencing neck swelling, skin swelling, groin mass, skin rash, loss of sensation, arm swelling, skin lesion, headache, fever, swollen eye, arm lump or mass, itchy eyelid"
11185,chronic glaucoma,"I am experiencing diminished vision, pain in eye,  of eye, spots or clouds in vision, lacrimation, foreign body sensation in eye, blindness, itchiness of eye, eye burns or stings, white discharge from eye, double vision, mass on eyelid"
11186,retinal detachment,"I am experiencing spots or clouds in vision, diminished vision, blindness,  of eye, pain in eye, itchiness of eye, eye burns or stings, lacrimation, cloudy eye, abnormal movement of eyelid, bleeding from eye, double vision"
11187,aplastic anemia,"I am experiencing fatigue, fever, weakness, nausea, slurring words, feeling cold, lack of growth, hot flashes, mouth dryness, vomiting blood, fluid retention, leg weakness"
11188,overflow incontinence,"I am experiencing retention of urine, involuntary urination,  of bladder, frequent urination, suprapubic pain, blood in urine, excessive urination at night, impotence,  of prostate, hand or finger stiffness or tightness, focal weakness, hesitancy"
11189,rabies,"I am experiencing pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
11190,hemolytic anemia,"I am experiencing fatigue, cough, nausea, weakness, fever, peripheral edema, allergic reaction, itching of skin, joint pain, skin growth, swollen abdomen, stomach bloating"
11191,lateral epicondylitis (tennis elbow),"I am experiencing elbow pain, arm pain, shoulder pain, loss of sensation, wrist pain, hand or finger pain, paresthesia, elbow lump or mass, elbow swelling, joint pain, irregular belly button, hand or finger stiffness or tightness"
11192,open wound of the eye,"I am experiencing pain in eye, diminished vision,  of eye, spots or clouds in vision, swollen eye, foreign body sensation in eye, bleeding from eye, itchiness of eye, knee weakness, white discharge from eye, blindness"
11193,syphilis,"I am experiencing skin rash, headache, vaginal discharge, foot or toe swelling, itching of skin, arm lump or mass, problems during pregnancy, muscle pain, congestion in chest, disturbance of memory, muscle weakness, increased heart rate"
11194,diabetic kidney disease,"I am experiencing leg swelling, impotence, hurts to breath, lack of growth, thirst, delusions or hallucinations, irregular appearing nails,  of the kidneys, leg cramps or spasms, heartburn, blood in stool, excessive anger"
11195,nose disorder,"I am experiencing nasal congestion, cough, fever, sore throat, headache, coryza, ear pain, difficulty breathing, painful sinuses, facial pain, sinus congestion, nosebleed"
11196,drug withdrawal,"I am experiencing vomiting, nausea, antisocial behavior, anxiety and nervousness, chills, diarrhea, sharp abdominal pain, depression, ache all over, seizures, abnormal involuntary movements, dizziness"
11197,dental caries,"I am experiencing toothache, gum pain, facial pain, peripheral edema, ear pain, mouth pain, jaw swelling, skin swelling, pain in gums, neck swelling, skin irritation, restlessness"
11198,hypercholesterolemia,"I am experiencing sharp chest pain, palpitations, weight gain, excessive urination at night, hand or finger stiffness or tightness"
11199,fracture of the patella,"I am experiencing knee pain, leg pain, knee swelling, ankle pain, hip pain, leg swelling, leg weakness, melena, bones are painful, back cramps or spasms, knee weakness"
11200,kidney failure,"I am experiencing shortness of breath, nausea, weakness, sharp chest pain, vomiting,  of the kidneys, arm swelling, leg swelling, muscle cramps contractures or spasms, swollen abdomen, leg weakness, lymphedema"
11201,fracture of the neck,"I am experiencing hip pain, low back pain, leg pain, groin pain, side pain, elbow pain, lower body pain,  of bladder, low self-esteem, regurgitation"
11202,muscle spasm,"I am experiencing neck pain, back pain, shoulder pain, leg pain, headache, leg cramps or spasms, low back pain, muscle cramps contractures or spasms, arm pain, sharp chest pain, loss of sensation, abnormal involuntary movements"
11203,hemophilia,"I am experiencing leg pain, cough, headache, bleeding gums, frontal headache, melena, uterine contractions, nosebleed, groin pain, hemoptysis, absence of menstruation, skin on arm or hand looks infected"
11204,hyperosmotic hyperketotic state,"I am experiencing weakness, thirst, frequent urination, cough, sharp abdominal pain, fainting, burning chest pain, mouth ulcer, neck pain, pain during intercourse, mouth dryness, diminished vision"
11205,peritonsillar abscess,"I am experiencing sore throat, difficulty in swallowing, swollen or red tonsils, fever, ear pain, throat feels tight, headache, chills, neck swelling, throat swelling, swollen lymph nodes, throat redness"
11206,gastroparesis,"I am experiencing vomiting, nausea, sharp abdominal pain, regurgitation, sharp chest pain, diarrhea, fatigue, burning abdominal pain, heartburn, loss of sensation, constipation, upper abdominal pain"
11207,itching of unknown cause,"I am experiencing itching of skin, skin rash, allergic reaction, abnormal appearing skin, skin dryness peeling scaliness or roughness, itchy scalp, vaginal itching, paresthesia, skin irritation, problems during pregnancy, fluid retention, sneezing"
11208,fat embolism,"I am experiencing pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
11209,polycythemia vera,"I am experiencing fatigue, skin lesion, dizziness, headache,  of eye, itching of skin, joint pain, regurgitation, weight gain, difficulty eating, spots or clouds in vision, joint swelling"
11210,thrombocytopenia,"I am experiencing sharp chest pain, fatigue, blood in urine, nosebleed, blood in stool, bleeding gums, tongue lesions, eyelid swelling, mouth pain, irregular belly button, lymphedema, irregular appearing scalp"
11211,head and neck cancer,"I am experiencing sore throat, difficulty in swallowing, mouth pain, throat feels tight, facial pain, hoarse voice, neck mass, plugged feeling in ear, tongue lesions, hemoptysis, tongue pain, bleeding in mouth"
11212,pseudohypoparathyroidism,"I am experiencing knee pain, foot or toe pain, wrist pain, low back pain, hip pain, leg pain, joint pain, ankle pain, skin lesion, wrist swelling, leg swelling, elbow weakness"
11213,goiter,"I am experiencing fatigue, weight gain, neck mass, difficulty in swallowing, neck swelling, lump in throat, heartburn, hot flashes, leg weakness, feeling hot and cold, arm weakness, bones are painful"
11214,urge incontinence,"I am experiencing frequent urination, involuntary urination,  of bladder, retention of urine, suprapubic pain, painful urination, back pain, blood in urine, excessive urination at night, constipation, vaginal itching,  of prostate"
11215,edward syndrome,"I am experiencing fever, suprapubic pain, knee lump or mass, excessive growth, vulvar sore, shoulder swelling, wrist weakness, nailbiting, itchy eyelid, cross-eyed, eye strain, joint stiffness or tightness"
11216,open wound of the arm,"I am experiencing arm pain, elbow pain, redness in or around nose, elbow lump or mass, hand or finger weakness, elbow swelling, knee weakness"
11217,muscular dystrophy,"I am experiencing fatigue, headache, muscle weakness, cough, weakness, nasal congestion, loss of sensation, double vision, hand or finger pain, problems with movement, hip pain, feeling cold"
11218,mittelschmerz,"I am experiencing sharp abdominal pain, lower abdominal pain, pelvic pain, painful menstruation, vomiting, side pain, long menstrual periods, fever, diarrhea, acne or pimples, burning abdominal pain, involuntary urination"
11219,corneal abrasion,"I am experiencing pain in eye, eye redness,  of eye, swollen eye, diminished vision, lacrimation, foreign body sensation in eye, eye burns or stings, itchiness of eye, eyelid swelling, eyelid lesion or rash, white discharge from eye"
11220,anemia of chronic disease,"I am experiencing weakness, diarrhea, fatigue, dizziness, vomiting, weight gain, chills, itching of skin, feeling ill, coryza, low back weakness, emotional , "
11221,dysthymic disorder,"I am experiencing depression, anxiety and nervousness, depressive or psychotic , insomnia, excessive anger, low self-esteem, disturbance of memory, temper problems, fears and phobias, slurring words, loss of sex drive, antisocial behavior"
11222,scarlet fever,"I am experiencing skin rash, fever, sore throat, cough, coryza, skin swelling, groin pain, penis pain, throat swelling, difficulty in swallowing, sinus congestion, mouth pain"
11223,hypertensive heart disease,"I am experiencing palpitations, shortness of breath, sharp chest pain, difficulty breathing, weakness, fatigue, chest tightness, insomnia, heartburn, leg swelling, fluid retention, recent pregnancy"
11224,drug abuse (barbiturates),"I am experiencing drug abuse, abusing alcohol, anxiety and nervousness, depression, depressive or psychotic , abnormal involuntary movements, delusions or hallucinations, slurring words, excessive anger, hostile behavior"
11225,polycystic ovarian syndrome (pcos),"I am experiencing infertility, unpredictable menstruation, weight gain, pelvic pain, absence of menstruation, heavy menstrual flow, intermenstrual bleeding, long menstrual periods, painful menstruation, cramps and spasms, hot flashes, acne or pimples"
11226,encephalitis,"I am experiencing headache, loss of sensation, seizures, dizziness, leg pain, fatigue, disturbance of memory, problems with movement, paresthesia, insomnia, joint pain, leg weakness"
11227,cyst of the eyelid,"I am experiencing mass on eyelid, skin growth, eyelid lesion or rash, pain in eye,  of eye, diminished vision, wrinkles on skin, itchiness of eye, abnormal movement of eyelid, skin rash, muscle swelling, elbow cramps or spasms"
11228,balanitis,"I am experiencing penis redness, penis pain, diaper rash, skin rash, abnormal appearing skin, fever, painful urination, cough, suprapubic pain, penile discharge, skin lesion, itching of skin"
11229,foreign body in the throat,"I am experiencing difficulty in swallowing, vomiting, sore throat, cough, shortness of breath, difficulty breathing, infant spitting up, paresthesia, coughing up sputum, throat swelling, infant feeding problem, lymphedema"
11230,drug abuse (cocaine),"I am experiencing drug abuse, abusing alcohol, depressive or psychotic , depression, sharp chest pain, delusions or hallucinations, hostile behavior, excessive anger, fears and phobias, nightmares, hysterical behavior"
11231,optic neuritis,"I am experiencing diminished vision, blindness, headache, spots or clouds in vision, pain in eye, fatigue,  of eye, retention of urine, eyelid swelling"
11232,alcohol withdrawal,"I am experiencing abusing alcohol, seizures, abnormal involuntary movements, nausea, depressive or psychotic , vomiting, dizziness, weakness, sharp chest pain, antisocial behavior, delusions or hallucinations, fainting"
11233,premature atrial contractions (pacs),"I am experiencing palpitations, irregular heartbeat, sharp chest pain, shortness of breath, chest tightness, dizziness, fatigue, frequent urination, fainting, increased heart rate, muscle swelling, pus in urine"
11234,hemiplegia,"I am experiencing seizures, headache, weakness, focal weakness, loss of sensation, problems with movement, abnormal involuntary movements, slurring words, cramps and spasms, difficulty speaking, arm weakness, arm stiffness or tightness"
11235,hammer toe,"I am experiencing foot or toe pain, loss of sensation, skin lesion, foot or toe swelling, irregular appearing nails, problems with movement, skin growth"
11236,open wound of the cheek,"I am experiencing facial pain, wrist pain, fluid retention, jaw swelling"
11237,joint effusion,"I am experiencing knee pain, knee swelling, ankle pain, ankle swelling, elbow pain, wrist pain, elbow swelling, leg swelling, foot or toe swelling, knee stiffness or tightness, wrist swelling, problems with movement"
11238,open wound of the knee,"I am experiencing leg pain, leg swelling, skin on leg or foot looks infected"
11239,meningioma,"I am experiencing headache, disturbance of memory, weakness, seizures, difficulty speaking, depressive or psychotic , facial pain, diminished hearing, diminished vision, focal weakness, dizziness, nausea"
11240,brain cancer,"I am experiencing headache, seizures, weakness, focal weakness, decreased appetite, disturbance of memory, slurring words, difficulty speaking, arm weakness, blindness, stomach bloating, leg weakness"
11241,placental abruption,"I am experiencing spotting or bleeding during pregnancy, uterine contractions, nausea, lower abdominal pain, cramps and spasms, problems during pregnancy, cross-eyed, itchy eyelid, excessive growth, emotional , elbow cramps or spasms, wrist weakness"
11242,seasonal allergies (hay fever),"I am experiencing nasal congestion, cough, allergic reaction, sore throat, headache, ear pain, sneezing, coryza, itchiness of eye, frontal headache, lacrimation, painful sinuses"
11243,lung cancer,"I am experiencing shortness of breath, cough, fatigue, decreased appetite, hemoptysis, drainage in throat, leg weakness, smoking problems"
11244,primary kidney disease,"I am experiencing peripheral edema,  of the kidneys, blood in urine, impotence, thirst, swelling of scrotum, melena, irregular appearing nails, leg stiffness or tightness, leg cramps or spasms, lack of growth"
11245,uterine cancer,"I am experiencing vaginal bleeding after menopause, pelvic pain, hot flashes, focal weakness, heavy menstrual flow, cramps and spasms, tongue lesions, muscle pain, intermenstrual bleeding, gum pain, unpredictable menstruation, groin mass"
11246,dry eye of unknown cause,"I am experiencing  of eye, diminished vision, pain in eye, lacrimation, itchiness of eye, eye redness, eye burns or stings, foreign body sensation in eye, spots or clouds in vision, white discharge from eye, abnormal movement of eyelid, double vision"
11247,fibrocystic breast disease,"I am experiencing lump or mass of breast, pain or soreness of breast, bleeding or discharge from nipple, long menstrual periods, leg cramps or spasms, absence of menstruation, intermenstrual bleeding, skin irritation, frequent menstruation"
11248,fungal infection of the hair,"I am experiencing skin rash, skin swelling, skin lesion, abnormal appearing skin, itching of skin, acne or pimples, irregular appearing scalp, skin irritation, skin growth, itchy scalp, skin dryness peeling scaliness or roughness, pelvic pain"
11249,tooth abscess,"I am experiencing toothache, peripheral edema, facial pain, jaw swelling, gum pain, mouth pain, skin swelling, fluid retention, pain in gums, lip swelling, neck swelling,  of the face"
11250,leptospirosis,"I am experiencing pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
11251,envenomation from spider or animal bite,"I am experiencing allergic reaction, skin rash, itching of skin, hand or finger swelling, abnormal appearing skin, fluid retention, foot or toe swelling, arm swelling, leg swelling, peripheral edema, skin swelling, paresthesia"
11252,vacterl syndrome,"I am experiencing lower abdominal pain, regurgitation, suprapubic pain, excessive growth, cross-eyed, elbow weakness, wrist weakness, emotional , feeling hot and cold, bowlegged or knock-kneed, elbow cramps or spasms, nailbiting"
11253,vertebrobasilar insufficiency,"I am experiencing dizziness, problems with movement, weakness, back pain, headache, leg pain, arm pain, sweating, foot or toe weakness, paresthesia, vomiting, sharp chest pain"
11254,rectal disorder,"I am experiencing rectal bleeding, blood in stool, pain of the anus, sharp abdominal pain, diarrhea, constipation, burning abdominal pain, melena, itching of the anus, heartburn, changes in stool appearance, cramps and spasms"
11255,atonic bladder,"I am experiencing  of bladder, retention of urine, involuntary urination, impotence, frequent urination, suprapubic pain, blood in urine,  of prostate, emotional , elbow cramps or spasms, wrist weakness, back weakness"
11256,benign paroxysmal positional vertical (bppv),"I am experiencing dizziness, nausea, vomiting, headache, problems with movement, weakness, ringing in ear, fainting, irregular heartbeat, diminished hearing, feeling ill, frontal headache"
11257,blepharospasm,"I am experiencing abnormal movement of eyelid, diminished vision, eye moves abnormally, leg weakness, pain during intercourse, eyelid lesion or rash, arm weakness, headache, muscle cramps contractures or spasms, cramps and spasms, blindness, low back weakness"
11258,sarcoidosis,"I am experiencing cough, shortness of breath, fatigue, sharp chest pain, headache, peripheral edema, pain in eye, wheezing, chest tightness, paresthesia, muscle pain, facial pain"
