,Disease,Symptoms
781,tonsillar hypertrophy,"swollen or red tonsils, abnormal breathing sounds, sore throat, nasal congestion, apnea, cough, redness in ear, hurts to breath, fever, drainage in throat, allergic reaction, difficulty in swallowing"
782,gastritis,"sharp abdominal pain, vomiting, nausea, burning abdominal pain, sharp chest pain, upper abdominal pain, diarrhea, fever, headache, heartburn, vomiting blood, regurgitation"
783,skin cancer,"skin lesion, abnormal appearing skin, skin moles, skin growth, skin dryness peeling scaliness or roughness, skin swelling, itching of skin, irregular appearing scalp, warts, acne or pimples, lip swelling, skin irritation"
784,rheumatic fever,"itchiness of eye, knee lump or mass, bedwetting, excessive growth, pelvic pressure, vulvar sore, eye strain, loss of sex drive, neck cramps or spasms, shoulder swelling, joint stiffness or tightness, nailbiting"
785,aphthous ulcer,"mouth ulcer, fever, sore throat, mouth pain, tongue lesions, toothache, ache all over, skin rash, headache, lip sore, cough, swollen tongue"
786,tonsillitis,"sore throat, swollen or red tonsils, abnormal breathing sounds, nasal congestion, throat feels tight, redness in ear, apnea, diminished hearing, drainage in throat, allergic reaction, lump in throat, throat redness"
787,intestinal cancer,"sharp abdominal pain, diarrhea, neck mass, regurgitation, foot or toe swelling, changes in stool appearance, lump or mass of breast, decreased appetite, throat feels tight, jaundice, mouth pain, pain in testicles"
788,rocky mountain spotted fever,"headache, shoulder cramps or spasms, excessive anger, ankle pain, wrist pain, pain during pregnancy, facial pain, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, pain in eye, fatigue"
789,stomach cancer,"sharp abdominal pain, nausea, vomiting, fatigue, weakness, diarrhea, burning abdominal pain, fluid retention, difficulty in swallowing, constipation, peripheral edema, heartburn"
790,developmental disability,"depressive or psychotic , seizures, hostile behavior, lack of growth, difficulty speaking, temper problems, obsessions and compulsions, delusions or hallucinations, restlessness, excessive anger, antisocial behavior, fears and phobias"
791,acute stress reaction,"anxiety and nervousness, sharp chest pain, headache, depressive or psychotic , depression, insomnia, dizziness, shortness of breath, fatigue, burning abdominal pain, abnormal involuntary movements, chest tightness"
792,delirium,"disturbance of memory, depressive or psychotic , depression, problems with movement, hostile behavior, delusions or hallucinations, abnormal involuntary movements, focal weakness, difficulty speaking, hysterical behavior, disturbance of smell or taste, slurring words"
793,callus,"skin growth, foot or toe pain, skin rash, skin lesion, abnormal appearing skin, acne or pimples, warts, skin dryness peeling scaliness or roughness, skin swelling, irregular appearing nails, foot or toe swelling, itching of skin"
794,guillain barre syndrome,"leg weakness, leg pain, loss of sensation, fever, ache all over, dizziness, paresthesia, hand or finger pain, weakness, difficulty speaking, problems with movement, facial pain"
795,lumbago,"low back pain, back pain, leg pain, neck pain, hip pain, lower body pain, side pain, back cramps or spasms, muscle pain, low back stiffness or tightness, low back cramps or spasms"
796,deviated nasal septum,"nasal congestion, abnormal breathing sounds, headache, allergic reaction, difficulty breathing, painful sinuses, apnea, sore throat, facial pain, frontal headache, plugged feeling in ear, nosebleed"
797,hemangioma,"abnormal appearing skin, skin lesion, skin moles, skin growth, lymphedema, skin swelling, skin dryness peeling scaliness or roughness, skin irritation, lip swelling, irregular appearing scalp, warts, irregular appearing nails"
798,patau syndrome,"joint stiffness or tightness, knee lump or mass, eye strain, excessive growth, pelvic pressure, vulvar sore, bedwetting, loss of sex drive, neck cramps or spasms, shoulder swelling, nailbiting, shoulder cramps or spasms"
799,peripheral arterial disease,"skin lesion, leg pain, foot or toe pain, poor circulation, lymphedema, leg cramps or spasms, feeling cold, hemoptysis,  of the kidneys"
800,chronic back pain,"back pain, low back pain, leg pain, neck pain, hip pain, loss of sensation, side pain, lower body pain, groin pain, back cramps or spasms, leg weakness, back stiffness or tightness"
801,heart failure,"shortness of breath, sharp chest pain, difficulty breathing, peripheral edema, cough, weakness, chest tightness, leg swelling, weight gain, fluid retention, palpitations, hurts to breath"
802,conjunctivitis,"eye redness, pain in eye, cough, nasal congestion, fever, itchiness of eye, swollen eye, white discharge from eye, lacrimation,  of eye, sore throat, coryza"
803,herniated disk,"low back pain, back pain, leg pain, neck pain, loss of sensation, shoulder pain, hip pain, lower body pain, arm pain, paresthesia, leg weakness, arm weakness"
804,rhabdomyolysis,"sharp chest pain, depressive or psychotic , arm pain, fatigue, loss of sensation, leg pain, peripheral edema, weakness, vomiting, ache all over, headache, hoarse voice"
805,breast infection (mastitis),"pain or soreness of breast, lump or mass of breast, abnormal appearing skin, fever, bleeding or discharge from nipple, postpartum problems of the breast, recent pregnancy, chills, bones are painful, skin growth, long menstrual periods, mouth dryness"
806,abdominal aortic aneurysm,"sharp abdominal pain, back pain, shortness of breath, sharp chest pain, side pain, burning abdominal pain, swollen abdomen, palpitations, retention of urine, arm swelling, groin pain, pallor"
807,pulmonary embolism,"shortness of breath, sharp chest pain, difficulty breathing, cough, leg pain, back pain, side pain, weakness, chest tightness, hemoptysis, leg swelling, sweating"
808,conduct disorder,"depressive or psychotic , hostile behavior, excessive anger, seizures, depression, fainting, temper problems, abusing alcohol, restlessness, hysterical behavior, delusions or hallucinations, lack of growth"
809,air embolism,"pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
810,mastectomy,"lump or mass of breast, pain or soreness of breast, problems with shape or size of breast, skin swelling, arm stiffness or tightness, smoking problems, burning chest pain, regurgitation, leg cramps or spasms, swollen lymph nodes, heartburn, hand or finger stiffness or tightness"
811,epididymitis,"pain in testicles, swelling of scrotum, groin pain, sharp abdominal pain, side pain, lower abdominal pain, painful urination, blood in urine, retention of urine, lower body pain, swollen abdomen, mass in scrotum"
812,premature rupture of amniotic membrane,"uterine contractions, fever, weight gain, seizures, spotting or bleeding during pregnancy, coryza, sharp abdominal pain, muscle swelling, low back weakness, elbow weakness, abnormal size or shape of ear, back weakness"
813,molluscum contagiosum,"skin rash, skin swelling, skin lesion, warts, itching of skin, arm lump or mass, abnormal appearing skin, acne or pimples, skin growth, bumps on penis, knee lump or mass, skin dryness peeling scaliness or roughness"
814,necrotizing fasciitis,"leg pain, hip pain, peripheral edema, hand or finger pain, vaginal pain, arm swelling, skin lesion, abnormal appearing skin, leg swelling, elbow cramps or spasms, elbow weakness, excessive growth"
815,benign vaginal discharge (leukorrhea),"vaginal discharge, sharp abdominal pain, vaginal itching, problems during pregnancy, burning abdominal pain, painful urination, pelvic pain, vaginal pain, suprapubic pain, pain during pregnancy, frequent urination, vaginal redness"
816,bladder obstruction,"retention of urine,  of bladder, impotence, frequent urination,  of prostate, suprapubic pain, blood in urine, hesitancy, peripheral edema, involuntary urination, excessive urination at night, bedwetting"
817,melanoma,"skin lesion, abnormal appearing skin, skin moles, irregular appearing scalp, skin swelling, skin growth, swollen lymph nodes, back mass or lump, skin irritation, skin dryness peeling scaliness or roughness, itchy eyelid, skin on arm or hand looks infected"
818,cervical disorder,"sharp abdominal pain, vaginal bleeding after menopause, pelvic pain, vaginal discharge, vaginal itching, intermenstrual bleeding, painful urination, painful menstruation, pain during intercourse, vaginal pain, hot flashes, focal weakness"
819,laryngitis,"sore throat, hoarse voice, cough, nasal congestion, fever, coryza, ear pain, difficulty in swallowing, throat feels tight, allergic reaction, sinus congestion, difficulty speaking"
820,dyshidrosis,"skin rash, skin lesion, skin dryness peeling scaliness or roughness, itching of skin, abnormal appearing skin, back pain, acne or pimples, dry or flaky scalp, foot or toe lump or mass, frequent urination, ankle pain, skin on leg or foot looks infected"
821,poisoning due to opioids,"depressive or psychotic , drug abuse, arm pain, slurring words, dizziness, vomiting, difficulty speaking, abusing alcohol, feeling ill, sleepiness, arm weakness, problems with movement"
822,diaper rash,"diaper rash, skin rash, diarrhea, fever, cough, nasal congestion, vomiting, blood in stool, irritable infant, pulling at ears, redness in ear, temper problems"
823,lichen planus,"abnormal appearing skin, skin rash, itching of skin, skin moles, skin growth, skin dryness peeling scaliness or roughness, difficulty speaking, itchy scalp, mouth ulcer, skin lesion, irregular appearing scalp, acne or pimples"
824,gastroduodenal ulcer,"sharp abdominal pain, vomiting, nausea, burning abdominal pain, upper abdominal pain, vomiting blood, sharp chest pain, headache, blood in stool, changes in stool appearance, melena, heartburn"
825,inguinal hernia,"groin pain, groin mass, sharp abdominal pain, lower abdominal pain, ache all over, swollen abdomen, swelling of scrotum, pain in testicles, mass in scrotum,  of the scrotum and testes, penis redness"
826,eczema,"skin rash, itching of skin, abnormal appearing skin, skin dryness peeling scaliness or roughness, skin lesion, cough, allergic reaction, acne or pimples, skin swelling, irregular appearing scalp, skin irritation, warts"
827,asperger syndrome,"depressive or psychotic , anxiety and nervousness, depression, temper problems, lack of growth, fainting, antisocial behavior, delusions or hallucinations, hostile behavior, excessive anger, obsessions and compulsions, nightmares"
828,mucositis,"fever, mouth ulcer, sore throat, decreased appetite, mouth pain, tongue lesions, gum pain, difficulty in swallowing, vomiting, irritable infant, swollen tongue, tongue pain"
829,paronychia,"hand or finger pain, skin on arm or hand looks infected, irregular appearing nails, hand or finger swelling, foot or toe pain, abnormal appearing skin, skin on leg or foot looks infected, foot or toe swelling, hand or finger lump or mass, sinus congestion, nailbiting, skin dryness peeling scaliness or roughness"
830,open wound of the jaw,"facial pain, lip swelling,  of the face, wrist swelling, mouth pain"
831,white blood cell disease,"fever, vomiting, sharp abdominal pain, nausea, cough, diarrhea, weakness, fatigue, chills, fluid retention, mouth pain, heartburn"
832,kaposi sarcoma,"leg pain, foot or toe pain, cough, lip swelling, skin lesion, depression, sharp abdominal pain, elbow cramps or spasms, elbow weakness, excessive growth, underweight, low back weakness"
833,spondylolisthesis,"low back pain, back pain, leg pain, hip pain, lower body pain, neck pain, loss of sensation, paresthesia, problems with movement, leg weakness, leg cramps or spasms, pain or soreness of breast"
834,pseudotumor cerebri,"headache, diminished vision, dizziness, pain in eye, fluid retention, hot flashes, skin swelling, diminished hearing, regurgitation, spots or clouds in vision, abnormal involuntary movements, slurring words"
835,conjunctivitis due to virus,"eye redness, pain in eye, itchiness of eye, fever, swollen eye, nasal congestion, white discharge from eye, cough, lacrimation, coryza, eye burns or stings, diminished vision"
836,open wound of the nose,"headache, nosebleed, facial pain, hot flashes, sleepiness, sore in nose, diminished hearing, neck weakness, knee weakness"
837,hypertensive disease,"pain chest, shortness of breath, dizziness, asthenia, fall, syncope, vertigo, sweat, sweating increased, palpitation, nausea, angina pectoris, pressure chest"
838,diabetes,"polyuria, polydypsia, shortness of breath, pain chest, asthenia, nausea, orthopnea, rale, sweat, sweating increased, unresponsiveness, mental status changes, vertigo, vomiting, labored breathing"
839,depression mental,"feeling suicidal, suicidal, hallucinations auditory, feeling hopeless, weepiness, sleeplessness, motor retardation, irritable mood, blackout, mood depressed, hallucinations visual, worry, agitation, tremor, intoxication, verbal auditory hallucinations, energy increased, difficulty, nightmare, unable to concentrate, homelessness"
840,coronary arteriosclerosis,"pain chest, angina pectoris, shortness of breath, hypokinesia, sweat, sweating increased, pressure chest, dyspnea on exertion, orthopnea, chest tightness"
841,pneumonia,"cough, fever, decreased translucency, shortness of breath, rale, productive cough, pleuritic pain, yellow sputum, breath sounds decreased, chill, rhonchus, green sputum, nonproductive cough, wheezing, haemoptysis, distress respiratory, tachypnea, malaise, night sweat"
842,failure heart congestive,"shortness of breath, orthopnea, jugular venous distention, rale, dyspnea, cough, wheezing"
843,accident cerebrovascular,"dysarthria, asthenia, speech slurred, facial paresis, hemiplegia, unresponsiveness, seizure, numbness"
844,asthma,"wheezing, cough, shortness of breath, chest tightness, nonproductive cough, pleuritic pain, productive cough, symptom aggravating factors, distress respiratory"
845,myocardial infarction,"pain chest, st segment elevation, sweat, sweating increased, shortness of breath, st segment depression, hypokinesia, angina pectoris, pressure chest, t wave inverted, orthopnea, rale, chest tightness, presence of q wave, palpitation, dyspnea, chest discomfort, bradycardia, syncope"
846,hypercholesterolemia,"pain, pain chest, sweat, sweating increased, nonsmoker, pressure chest, syncope, numbness, chest discomfort, shortness of breath, st segment depression, worry, t wave inverted, bradycardia, dyspnea"
847,infection,"fever, erythema, decreased translucency, hepatosplenomegaly, chill, pruritus, diarrhea, abscess bacterial, swelling, pain, apyrexial, cough"
848,infection urinary tract,"fever, dysuria, hematuria, renal angle tenderness, lethargy, asthenia, hyponatremia, hemodynamically stable, distress respiratory, difficulty passing urine, mental status changes, consciousness clear"
849,anemia,"chill, guaiac positive, monoclonal, ecchymosis, tumor cell invasion, haemorrhage, pallor, asthenia, fatigue, heme positive, pain back, orthostasis, hyponatremia, dizziness, shortness of breath, pain, rhonchus, arthralgia, swelling, transaminitis"
850,chronic obstructive airway disease,"shortness of breath, wheezing, cough, dyspnea, distress respiratory, sputum purulent, hypoxemia, hypercapnia, patient non compliance, chest tightness"
851,dementia,"fever, fall, unresponsiveness, lethargy, agitation, ecchymosis, syncope, rale, unconscious state, cough, bedridden, bedridden, pain, facial paresis, abdominal tenderness, rhonchus, unsteady gait, hallucinations auditory"
852,insufficiency renal,"shortness of breath, hyperkalemia, orthopnea, rale, urgency of micturition, ascites, guaiac positive, asthenia, apyrexial, mental status changes, dyspnea, difficulty, diarrhea, hypotension, breath sounds decreased, swelling, hypokinesia"
853,confusion,"seizure, enuresis, lethargy, speech slurred, fall, consciousness clear, mental status changes, asterixis, unconscious state, agitation, muscle twitch, asthenia, sleepy, dizziness, headache, dysarthria, lightheadedness, tremor, hyponatremia, unresponsiveness"
854,degenerative polyarthritis,"pain, food intolerance, numbness of hand, general discomfort, drowsiness, asthenia, nonsmoker, nonproductive cough, polydypsia, stiffness, unsteady gait"
855,hypothyroidism,"shortness of breath, prostatism, drowsiness, sleepy, hyponatremia, fall, unsteady gait, polyuria, hypotension, difficulty, syncope, nightmare, speech slurred, weight gain, asthenia, fatigue, tired, agitation, mental status changes, motor retardation, vomiting, numbness, mass of body structure"
856,anxiety state,"worry, feeling suicidal, suicidal, sleeplessness, feeling hopeless, irritable mood, tremor, blackout, weepiness, has religious belief, nervousness, hallucinations visual, formication, difficulty, pain chest, patient non compliance, agitation, palpitation, hallucinations auditory, mood depressed, hot flush, pain, consciousness clear"
857,malignant neoplasms,"pain, mass of body structure, lesion, cushingoid facies, cushingoid habitus, emphysematous change, decreased body weight, ascites, hoarseness, thicken, hematuria"
858,acquired immunodeficiency syndrome,"fever, night sweat, spontaneous rupture of membranes, cough, , decreased body weight, chill, diarrhea, pleuritic pain, patient non compliance, tachypnea, productive cough, muscle hypotonia, hypotonic, feeling suicidal"
859,cellulitis,"erythema, pain, swelling, redness, fever, abscess bacterial, patient non compliance, hypesthesia, hyperacusis, pruritus, pain chest, scratch marks, chill, sore to touch"
860,gastroesophageal reflux disease,"pain, pain chest, burning sensation, hyponatremia, satiety early, throbbing sensation quality, chest tightness, sensory discomfort, presence of q wave, nausea, general discomfort, constipation, palpitation, pain abdominal, heartburn, sweat, sweating increased, asthenia"
861,septicemia,"fever, distress respiratory, hypotension, tachypnea, chill, lethargy, bradycardia, breech presentation, cyanosis, spontaneous rupture of membranes, haemorrhage, unresponsiveness, rale, apyrexial"
862,deep vein thrombosis,"swelling, pain, ecchymosis, shortness of breath, pain in lower limb, cardiomegaly, rale, erythema, hypotension, clonus, nonproductive cough, redness"
863,dehydration,"fever, diarrhea, vomiting, hypotension, nausea, lightheadedness, unwell, mental status changes, anorexia, asthenia, sensory discomfort, syncope, lethargy, dizziness, syncope, blackout, history of blackout"
864,neoplasm,"mass of body structure, lesion, pain chest, hematuria, tumor cell invasion, pain, anosmia, thicken, metastatic lesion, food intolerance, decreased body weight, night sweat, hemianopsia homonymous, satiety early, pain abdominal, headache"
865,embolism pulmonary,"shortness of breath, hypoxemia, tachypnea, hematocrit decreased, pain chest, dyspnea, pleuritic pain, neck stiffness, yellow sputum, productive cough, cicatrisation, unresponsiveness, distress respiratory, wheezing, apyrexial, nonproductive cough"
866,epilepsy,"seizure, hypometabolism, aura, muscle twitch, drowsiness, tremor, unresponsiveness, hemiplegia, myoclonus, gurgle, sleepy, lethargy, wheelchair bound"
867,cardiomyopathy,"shortness of breath, orthopnea, hypokinesia, jugular venous distention, palpitation, pain chest, syncope, yellow sputum, rale, dyspnea, dyspnea on exertion, left atrial hypertrophy, fatigue, weight gain, patient non compliance"
868,chronic kidney failure,"vomiting, orthopnea, hyperkalemia, oliguria, jugular venous distention, nausea, shortness of breath, mental status changes, diarrhea, asthenia, chest tightness, malaise, chill, rale, fever, pleuritic pain, apyrexial, guaiac positive, swelling, catatonia, unresponsiveness, yellow sputum"
869,carcinoma,"mass of body structure, pain, lesion, tumor cell invasion, thicken, decreased body weight, hoarseness, general discomfort, metastatic lesion, nonproductive cough, constipation, unhappy, paresthesia, gravida , diarrhea, sore to touch, heartburn, nausea, lung nodule"
870,hepatitis C,"ascites, distended abdomen, feeling suicidal, cough, ache, macerated skin, heavy feeling, hallucinations auditory, chill, asterixis, patient non compliance"
871,peripheral vascular disease,"shortness of breath, rest pain, angina pectoris, unresponsiveness, hyperkalemia, sinus rhythm, labored breathing, dyspnea, sore to touch, anorexia, sleepy"
872,psychotic disorder,"suicidal, hallucinations auditory, feeling suicidal, hallucinations visual, motor retardation, blackout, verbal auditory hallucinations, feeling hopeless, irritable mood, agitation, tremor, catatonia, weepiness, homelessness, sleeplessness, withdraw, energy increased, intoxication, worry, behavior hyperactive, patient non compliance, mood depressed, terrify, nightmare, consciousness clear"
873,hyperlipidemia,"pain chest, angina pectoris, palpitation, presence of q wave, photopsia, sweat, sweating increased, chest discomfort, shortness of breath, giddy mood, hypokinesia, hemiplegia, dizziness"
874,bipolar disorder,"feeling suicidal, energy increased, suicidal, irritable mood, agitation, has religious belief, disturbed family, hallucinations auditory, verbal auditory hallucinations, weepiness, behavior hyperactive, catatonia, feeling hopeless, worry, sleeplessness, hypersomnia, difficulty, hallucinations visual, hyperhidrosis disorder, mydriasis, extrapyramidal sign, loose associations, intoxication, motor retardation, homelessness, blackout, tremor, exhaustion"
875,obesity,"pain, catatonia, snore, pain chest, r wave feature, has religious belief, shortness of breath, fatigue, tired, overweight, systolic murmur, mood depressed, ecchymosis"
876,ischemia,"drowsiness, sleepy, pain chest, angina pectoris, pressure chest, chest discomfort, shortness of breath, dyspnea, sinus rhythm, bradycardia, sweat, sweating increased, rale, asymptomatic, anorexia"
877,cirrhosis,"ascites, fall, splenomegaly, pruritus, pain abdominal, tumor cell invasion, distended abdomen, lesion, hemodynamically stable, guaiac positive, sore to touch, bleeding of vagina"
878,exanthema,"fever, pruritus, macule, lesion, redness, headache, apyrexial, arthralgia, swelling, erythema, photophobia, chill, scratch marks, pain, painful swallowing"
879,benign prostatic hypertrophy,"mental status changes, cachexia, blackout, orthostasis, orthopnea, night sweat, distress respiratory, anorexia, dysarthria"
880,kidney failure acute,"hyperkalemia, hypotension, hypocalcemia result, oliguria, hemodynamically stable, asthenia, hypothermia natural, diarrhea, haemorrhage, unresponsiveness"
881,mitral valve insufficiency,"shortness of breath, dyspnea on exertion, asymptomatic, hypokinesia, dyspnea, syncope, thicken, left atrial hypertrophy, palpitation, fatigue, vomiting, pain, cardiomegaly, chest discomfort"
882,arthritis,"pain, hemodynamically stable, sleeplessness, asthenia, syncope, swelling, atypia, general unsteadiness, shortness of breath, distended abdomen"
883,bronchitis,"cough, wheezing, shortness of breath, chest tightness, fever, throat sore, productive cough, hepatosplenomegaly, night sweat, haemoptysis, labored breathing, snuffle, hacking cough, dyspnea, chill, stridor, decreased body weight"
884,hemiparesis,"dysarthria, paresis, asthenia, aphagia, seizure, speech slurred, focal seizures, hemiplegia, abnormal sensation, unresponsiveness, stupor, drowsiness, sleepy, fremitus, Stahlis line, stinging sensation, paralyse, clonus, facial paresis"
885,osteoporosis,"prostatism, fall, hirsutism, sniffle, distended abdomen, vertigo, numbness of hand, bradykinesia, pain, syncope, out of breath, apyrexial, urge incontinence, lightheadedness"
886,transient ischemic attack,"speech slurred, dysarthria, facial paresis, asthenia, neck stiffness, vertigo, numbness, lightheadedness, extrapyramidal sign, Stahlis line, vision blurred, headache, room spinning, syncope, difficulty, rambling speech, clumsiness"
887,adenocarcinoma,"mass of body structure, lesion, decreased body weight, constipation, fremitus, decreased stool caliber, satiety early, hematochezia, egophony, pain, cicatrisation, scar tissue, pain abdominal"
888,paranoia,"hallucinations auditory, hallucinations visual, agitation, irritable mood, verbal auditory hallucinations, feeling suicidal, suicidal, terrify, neologism, homelessness, energy increased, mood depressed, decompensation, cicatrisation, scar tissue, blackout, loose associations"
889,pancreatitis,"vomiting, pain abdominal, nausea, pain, diarrhea, stool color yellow, rigor temperatureassociated observation, apyrexial, sore to touch"
890,incontinence,"paraparesis, seizure, asthenia, urge incontinence, unconscious state, aura, moody, fear of falling, tremor, spasm, unhappy, syncope, fall, stiffness, unresponsiveness"
891,paroxysmal dyspnea,"orthopnea, shortness of breath, dyspnea on exertion, jugular venous distention, rale, pain chest, palpitation, sweat, sweating increased, weight gain, cough, dyspnea"
892,hernia,"pain abdominal, pain, hyperventilation, excruciating pain, gag, nausea, posturing, hemiplegia, sore to touch, haemorrhage, apyrexial, food intolerance, pulse absent, asthenia, mass of body structure"
893,malignant neoplasm of prostate,"hematuria, dysesthesia, asthenia, polymyalgia, passed stones, pleuritic pain, guaiac positive, rale, breath sounds decreased, urge incontinence, dysuria, diarrhea, vertigo, qt interval prolonged, ataxia, paresis, hemianopsia homonymous, tumor cell invasion, hemodynamically stable, mass of body structure, rhonchus, orthostasis, decreased body weight"
894,edema pulmonary,"urgency of micturition, shortness of breath, rale, tachypnea, orthopnea, Heberdens node, jugular venous distention, dyspnea, sweat, sweating increased, patient non compliance, chest discomfort, hyperkalemia, sinus rhythm, pain chest, hypotension, wheezing"
895,lymphatic diseases,"pain, mass of body structure, night sweat, splenomegaly, lesion, chill, decreased body weight, swelling, fever, hyperacusis, fremitus, nonproductive cough, egophony, redness, hepatomegaly, fatigue"
896,stenosis aortic valve,"dyspnea on exertion, syncope, chest discomfort, systolic murmur, sciatica, angina pectoris, pain chest, frothy sputum, bradycardia, shortness of breath"
897,malignant neoplasm of breast,"mass in breast, mass of body structure, paresthesia, retropulsion, erythema, difficulty, lesion, estrogen use, burning sensation, dyspnea, swelling, formication"
898,schizophrenia,"hallucinations auditory, hypersomnolence, irritable mood, verbal auditory hallucinations, patient non compliance, agitation, suicidal, worry, hallucinations visual, underweight, underweight, homelessness"
899,diverticulitis,"pain abdominal, abscess bacterial, dullness, red blotches, diarrhea, sore to touch, dysuria, pain, vomiting, sinus rhythm, colic abdominal, apyrexial, abdominal tenderness, fever, unsteady gait, thicken, urgency of micturition, anorexia, monoclonal, constipation"
900,overload fluid,"rale, jugular venous distention, hyperkalemia, orthopnea, shortness of breath, drowsiness, sleepy, weight gain, hypokalemia, hypotension, swelling, distended abdomen"
901,ulcer peptic,"pain abdominal, paraparesis, nausea, vomiting, polymyalgia, out of breath, pain chest, hemiplegia, gurgle, hunger, apyrexial, nervousness"
902,osteomyelitis,"pain, redness, prostate tender, fever, difficulty passing urine, sore to touch, swelling, apyrexial, erythema, abscess bacterial, pain foot, urinary hesitation"
903,gastritis,"heme positive, pain abdominal, vomiting, disequilibrium, nausea, intoxication, haemorrhage, guaiac positive, pain, decreased body weight, sore to touch, dizziness"
904,bacteremia,"fever, chill, flushing, unresponsiveness, indifferent mood, urinoma, vomiting, distended abdomen, hypoalbuminemia, pustule, prostatism, diarrhea, abdominal tenderness, pleuritic pain, decreased translucency, pallor"
905,failure kidney,"orthopnea, oliguria, slowing of urinary stream, extreme exhaustion, unresponsiveness, hypotension, enuresis, shortness of breath, haemorrhage, prostatism, no status change, bedridden, bedridden, fatigue"
906,sickle cell anemia,"breakthrough pain, pain back, pain, shortness of breath, snuffle, pain chest, pain abdominal, hepatosplenomegaly, green sputum, apyrexial, headache"
907,failure heart,"orthopnea, fatigue, dyspnea on exertion, dyspnea, shortness of breath, pansystolic murmur, jugular venous distention, systolic ejection murmur, hypotension, angina pectoris, hypokinesia"
908,upper respiratory infection,"cough, throat sore, wheezing, shortness of breath, labored breathing, fever, stuffy nose, nonproductive cough, snuffle, indifferent mood, egophony, barking cough, polymyalgia, pleuritic pain, night sweat, dyspnea, productive cough, decreased translucency, rhonchus, rapid shallow breathing, apyrexial, noisy respiration, nasal discharge present, emphysematous change, frail, cystic lesion, symptom aggravating factors, hemodynamically stable"
909,hepatitis,"ascites, spontaneous rupture of membranes, tachypnea, pain abdominal, pruritus, anorexia, transaminitis, projectile vomiting, chill, distress respiratory, fever, vomiting"
910,hypertension pulmonary,"shortness of breath, Stahlis line, heavy legs, breath sounds decreased, neck stiffness, dyspnea on exertion, cyanosis, hypotension, left atrial hypertrophy"
911,deglutition disorder,"paresthesia, titubation, dysarthria, painful swallowing, hoarseness, stridor, spasm, asthenia, dysdiadochokinesia, ataxia, achalasia, decreased body weight, stiffness, lesion, side pain"
912,gout,"hot flush, pain, redness, swelling, erythema, emphysematous change, sore to touch, hypokinesia, ascites, patient non compliance"
913,thrombocytopaenia,"ecchymosis, monocytosis, posterior rhinorrhea, haemorrhage, tachypnea, fever, pruritus, hypotension, fatigue"
914,hypoglycemia,"unresponsiveness, hypothermia natural, incoherent, qt interval prolonged, lameness, claudication, unconscious state, clammy skin, polyuria, distress respiratory, hypotension"
915,pneumonia aspiration,"mediastinal shift, fever, clonus, mental status changes, decreased translucency, unresponsiveness, extreme exhaustion, stupor, seizure, transaminitis, hemiplegia, cough, gurgle, pain, diarrhea, pain abdominal"
916,colitis,"fever, thicken, green sputum, vomiting, nausea and vomiting, awakening early, pain, nausea, chill, tenesmus, urge incontinence, pain abdominal, hemodynamically stable"
917,diverticulosis,"fecaluria, constipation, abscess bacterial, heme positive, lightheadedness, diarrhea, haemorrhage, pain, projectile vomiting, pneumatouria, cystic lesion, anorexia, nausea, feeling suicidal, feeling hopeless"
918,suicide attempt,"hallucinations auditory, sleeplessness, suicidal, motor retardation, weepiness, unable to concentrate, todd paralysis, worry, fatigue, tremor, alcoholic withdrawal symptoms, agitation, unresponsiveness, blackout, withdraw, difficulty, irritable mood, sensory discomfort, drowsiness, formication, unconscious state, fever, cough"
919,Pneumocystis carinii pneumonia,"yellow sputum, cachexia, chill, decreased body weight, productive cough, myalgia, diarrhea, neck stiffness, hacking cough, dyspareunia, hypokalemia, dyspnea on exertion, poor dentition, transaminitis, nonproductive cough, headache, floppy, spontaneous rupture of membranes"
920,hepatitis B,"inappropriate affect, tachypnea, yellow sputum, projectile vomiting, poor feeding, pain abdominal, abdominal tenderness, wheelchair bound, moan"
921,parkinson disease,"achalasia, fall, stiffness, withdraw, agitation, hemiplegia, difficulty, unresponsiveness, syncope, facial paresis, orthostasis, worry, drowsiness, sleepy, hematuria, tremor, night sweat, mass of body structure"
922,lymphoma,"lesion, fever, welt, transaminitis, decreased body weight, ataxia, tinnitus, hydropneumothorax, superimposition, haemoptysis, fatigue, tired, polydypsia, difficulty passing urine"
923,hyperglycemia,"sore to touch, pruritus, feeling strange, pustule, cushingoid facies, cushingoid habitus, decreased body weight, mood depressed, estrogen use, wheezing, ascites, seizure"
924,encephalopathy,"uncoordination, asterixis, haemorrhage, drowsiness, sleepy, absences finding, posturing, aura, tonic seizures, debilitation, consciousness clear, unresponsiveness, thicken, hypokinesia"
925,tricuspid valve insufficiency,"shortness of breath, pain, vomiting, nausea, bradycardia, pain abdominal, fever, cicatrisation, mediastinal shift, impaired cognition"
926,Alzheimers disease,"drool, agitation, nightmare, rhonchus, consciousness clear, pinpoint pupils, bedridden, bedridden, frail, tremor resting, hyperkalemia, facial paresis, groggy, muscle twitch, wheelchair bound, tremor, cough, fever"
